InstanceType,AcceleratorName,AcceleratorCount,vCPUs,MemoryGiB,GpuInfo,Region,SpotPrice,Price,AvailabilityZone
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-TX-1
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-TX-2
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-TX-3
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-TX-4
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-WA-1
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-TX-4
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-CA-1
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-CA-2
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-DE-1
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-GA-1
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-GA-2
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-IL-1
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-KS-1
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-KS-2
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-NC-1
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-TX-1
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-TX-2
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-TX-3
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-TX-4
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-WA-1
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-WA-1
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-CA-1
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-CA-2
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-DE-1
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-GA-1
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-GA-2
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-IL-1
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-KS-1
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-KS-2
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-NC-1
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-TX-1
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-TX-2
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-TX-3
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-TX-4
1x_H100_SECURE,H100,1.0,16.0,80.0,H100,US,,4.49,US-WA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,CA,,8.98,CA-MTL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,CA,,8.98,CA-MTL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,CA,,8.98,CA-MTL-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,CA,,8.98,CA-MTL-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,CA,,8.98,CA-MTL-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,CA,,8.98,CA-MTL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,CA,,8.98,CA-MTL-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,CA,,8.98,CA-MTL-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,CA,,8.98,CA-MTL-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,CA,,8.98,CA-MTL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,CA,,8.98,CA-MTL-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,CA,,8.98,CA-MTL-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,CZ,,8.98,EU-CZ-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,CZ,,8.98,EU-CZ-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,IS,,8.98,EUR-IS-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,IS,,8.98,EUR-IS-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,IS,,8.98,EUR-IS-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,IS,,8.98,EUR-IS-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,IS,,8.98,EUR-IS-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,IS,,8.98,EUR-IS-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,IS,,8.98,EUR-IS-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,IS,,8.98,EUR-IS-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,IS,,8.98,EUR-IS-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,IS,,8.98,EUR-IS-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,IS,,8.98,EUR-IS-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,IS,,8.98,EUR-IS-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,NL,,8.98,EU-NL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,NL,,8.98,EU-NL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,NO,,8.98,EU-SE-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,NO,,8.98,EU-SE-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,RO,,8.98,EU-RO-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,RO,,8.98,EU-RO-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,SE,,8.98,EU-SE-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,SE,,8.98,EU-SE-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-DE-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-IL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-NC-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-4
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-WA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-DE-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-IL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-NC-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-4
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-WA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-DE-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-DE-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-IL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-NC-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-4
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-WA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-DE-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-IL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-NC-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-4
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-WA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-DE-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-IL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-NC-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-4
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-WA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-IL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-DE-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-IL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-NC-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-4
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-WA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-DE-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-IL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-NC-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-4
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-WA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-DE-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-IL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-NC-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-4
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-WA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-NC-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-DE-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-IL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-NC-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-4
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-WA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-DE-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-IL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-NC-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-4
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-WA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-DE-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-IL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-NC-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-4
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-WA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-DE-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-IL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-NC-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-4
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-WA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-4
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-DE-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-IL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-NC-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-4
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-WA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-WA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-CA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-DE-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-GA-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-IL-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-KS-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-NC-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-1
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-2
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-3
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-TX-4
2x_H100_SECURE,H100,2.0,32.0,160.0,H100,US,,8.98,US-WA-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,CA,,17.96,CA-MTL-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,CA,,17.96,CA-MTL-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,CA,,17.96,CA-MTL-2
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,CA,,17.96,CA-MTL-3
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,CA,,17.96,CA-MTL-2
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,CA,,17.96,CA-MTL-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,CA,,17.96,CA-MTL-2
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,CA,,17.96,CA-MTL-3
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,CA,,17.96,CA-MTL-3
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,CA,,17.96,CA-MTL-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,CA,,17.96,CA-MTL-2
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,CA,,17.96,CA-MTL-3
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,CZ,,17.96,EU-CZ-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,CZ,,17.96,EU-CZ-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,IS,,17.96,EUR-IS-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,IS,,17.96,EUR-IS-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,IS,,17.96,EUR-IS-2
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,IS,,17.96,EUR-IS-3
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,IS,,17.96,EUR-IS-2
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,IS,,17.96,EUR-IS-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,IS,,17.96,EUR-IS-2
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,IS,,17.96,EUR-IS-3
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,IS,,17.96,EUR-IS-3
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,IS,,17.96,EUR-IS-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,IS,,17.96,EUR-IS-2
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,IS,,17.96,EUR-IS-3
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,NL,,17.96,EU-NL-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,NL,,17.96,EU-NL-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,NO,,17.96,EU-SE-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,NO,,17.96,EU-SE-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,RO,,17.96,EU-RO-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,RO,,17.96,EU-RO-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,SE,,17.96,EU-SE-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,SE,,17.96,EU-SE-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,US,,17.96,US-CA-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,US,,17.96,US-CA-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,US,,17.96,US-CA-2
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,US,,17.96,US-DE-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,US,,17.96,US-GA-1
4x_H100_SECURE,H100,4.0,64.0,320.0,H100,US,,17.96,US-GA-2
